"sample","chromosome","start","end","length_bp","n_markers","quality"
"E34M-2A",11,93272624,102695540,9422917,376,84.2
"E35M-2A",11,27110471,39699264,12588794,221,56.3
"E35M-2A",11,112634286,114456972,1822687,231,75.4
"E36F-2A",11,16390219,18626555,2236337,128,41.7
"E36F-2A",11,19816496,38951875,19135380,539,85.9
"E36F-2A",11,114763112,115289128,526017,67,33.3
"E37F-1",11,16390219,20173867,3783649,242,71.8
"E37F-1",11,23866435,69386293,45519859,952,93.3
"E37F-1",11,106294271,112798443,6504173,431,87.1
"LAO01M-2A",11,682287,1880422,1198136,116,76.4
"LAO01M-2A",11,15873763,90746219,74872457,1971,95.7
"LAO01M-2A",11,103631979,110260083,6628105,351,78.7
"LAO03M-1",11,763061,2690474,1927414,193,83.7
"LAO03M-1",11,6329537,15955291,9625755,424,85.5
"LAO03M-1",11,21131398,24631967,3500570,170,71.5
"LAO03M-1",11,50963804,76290889,25327086,461,71.1
"LAO06M-2A",11,15954759,19154932,3200174,215,70.9
"LAO06M-2A",11,24608127,96883723,72275597,1618,95.9
"LAO06M-2A",11,103631979,110297467,6665489,352,82.5
"LO01F-1",11,103631979,107770274,4138296,175,66
"LO03M-1",11,682287,3916975,3234689,320,87.5
"LO03M-1",11,46856433,71567760,24711328,441,82.9
"LO03M-1",11,103052788,107770274,4717487,190,67.8
"LO03M-1",11,114970727,116944018,1973292,147,79.3
"LO04M-1",11,682287,19154932,18472646,1053,95.8
"LO04M-1",11,24578484,96883723,72305240,1603,95.3
"LO04M-1",11,114703552,116944018,2240467,176,76.8
"OF289-2",11,15873763,19154932,3281170,217,69.7
"OF289-2",11,21131398,24655842,3524445,173,71.5
"OF289-2",11,50963804,76359982,25396179,468,67.4
"OF289-2",11,97831977,102885014,5053038,248,79.4
"OF289-2",11,114703552,116944018,2240467,179,79
"OF304-1A",11,682287,1880422,1198136,112,73.5
"OF304-1A",11,15954759,20649517,4694759,315,79.7
"OF304-1A",11,55024197,76290889,21266693,393,70.6
"OF304-1A",11,110297467,112873859,2576393,182,75
"OM258-2",11,16891180,21096209,4205030,224,64.5
"OM258-2",11,52458629,63076849,10618221,173,30.9
"OM258-2",11,113662786,116944018,3281233,269,89.2
"OM270-2",11,24608127,97391999,72783873,1534,94.9
"OM274-3B",11,8213099,13169994,4956896,213,74.8
"OM274-3B",11,49349976,97391999,48042024,1065,92.9
"OM276-1",11,47511429,82657835,35146407,707,82.8
"OM276-1",11,95555196,98811969,3256774,171,63.5
"OM276-1",11,112819462,114910967,2091506,248,78.3
"OM279-1",11,7713725,11555424,3841700,158,52.2
"OM279-1",11,12983764,16571429,3587666,191,69.7
"OM279-1",11,47511429,76373519,28862091,475,72.4
"OM283-2",11,21239547,24141117,2901571,123,45.8
"OM283-2",11,24740933,90166928,65425996,1400,93.7
"OM283-2",11,112071373,116944018,4872646,503,93.9
"OM290-2",11,3863389,13169994,9306606,385,82.1
"OM290-2",11,23280295,26403180,3122886,183,75.6
"OM290-2",11,50963804,82970168,32006365,649,62.1
"OM292-2",11,38360068,47279041,8918974,194,65.3
"OM292-2",11,50963804,74246191,23282388,400,72.7
"OM301-1A",11,8213099,13169994,4956896,209,74.1
"OM301-1A",11,49349976,76290889,26940914,483,77.6
"OM301-1A",11,95729111,98362657,2633547,118,31.5
"OM318-2",11,24740933,26403180,1662248,91,44
"OM318-2",11,51050062,76290889,25240828,454,67.4
"OM318-2",11,84918287,104184081,19265795,646,90.4
"OM318-2",11,115728646,116944018,1215373,79,51.9
"OM331-1A",11,20431848,26531551,6099704,274,75.5
"OM331-1A",11,111946429,114175893,2229465,234,76.2
"Y22F-1",11,1900541,4250848,2350308,211,77.8
"Y22F-1",11,27110471,39160790,12050320,180,55.5
"Y22F-1",11,80927929,93707378,12779450,310,84.2
"Y22F-1",11,106294271,107274818,980548,66,44.5
"Y28M-1",11,39160790,44698478,5537689,140,41.7
"Y28M-1",11,46856433,71567760,24711328,451,82.6
"Y28M-1",11,113394762,116944018,3549257,330,90.7
"Y29F-1",11,4064015,17671864,13607850,561,86.2
"Y29F-1",11,114187367,116888089,2700723,231,88.4
"Y30F-1",11,682287,4250848,3568562,349,93.1
"Y30F-1",11,39554264,49856619,10302356,222,45
"Y30F-1",11,86122303,91159472,5037170,174,58.3
"Y31F-1",11,39554264,49856619,10302356,213,39.6
"Y31F-1",11,73658210,94969312,21311103,546,81.6
"Y31F-1",11,113067138,114180119,1112982,110,41.3
"Y32F-1",11,15830227,20849294,5019068,351,80.8
"Y32F-1",11,39554264,56224460,16670197,329,69
"Y32F-1",11,102342988,104414003,2071016,89,41.7
"Y32F-1",11,106218527,107345102,1126576,83,56.5
"E13M-1",12,34380525,39092360,4711836,206,63.1
"E13M-1",12,76171252,77110063,938812,78,43.4
"E14F-1",12,72995213,83565322,10570110,537,89.9
"E14F-1",12,88327200,90739226,2412027,250,84.3
"E18F-1",12,529776,2943241,2413466,122,65.7
"E18F-1",12,35342680,40642628,5299949,174,57.7
"E18F-1",12,42836622,49565573,6728952,200,58.4
"E18F-1",12,60877294,72163669,11286376,344,76.8
"E19M-2A",12,5965274,7513817,1548544,142,74.2
"E19M-2A",12,81200451,83069265,1868815,81,58.5
"E25F-1",12,14624456,18296435,3671980,344,83.3
"E25F-1",12,48954034,54590648,5636615,177,76
"E25F-1",12,77133382,79288981,2155600,103,48.3
"E25F-1",12,89435092,90739226,1304135,129,78.1
"E27M-1",12,34548971,41429587,6880617,265,75.4
"E28F-1",12,4273654,6445425,2171772,148,67.7
"E28F-1",12,82115900,84892103,2776204,159,64.1
"E29M-1",12,29714973,40554268,10839296,441,81.8
"E29M-1",12,72235062,76787105,4552044,189,68
"E30M-1",12,8343508,17858089,9514582,497,88.2
"E30M-1",12,22605200,28844443,6239244,175,62.3
"E30M-1",12,79409985,81032280,1622296,99,60.7
"E30M-1",12,84724808,89039664,4314857,295,75.3
"E31M-2",12,41402461,42518410,1115950,120,41.9
"E32M-1",12,84983885,86730318,1746434,125,42.3
"E32M-1",12,89435092,90739226,1304135,143,79.5
"E33M-1",12,42991501,49847962,6856462,153,56.3
"E33M-1",12,80011684,82316400,2304717,98,53.8
"E33M-1",12,88749916,90739226,1989311,144,74.6
"E34M-2A",12,6305840,18319926,12014087,773,92.7
"E34M-2A",12,34380525,41288845,6908321,309,77
"E34M-2A",12,42695713,52068362,9372650,315,78.9
"E34M-2A",12,76084242,77110063,1025822,83,48
"E35M-2A",12,42539821,64386009,21846189,638,86.9
"E35M-2A",12,79409985,81481814,2071830,129,66.4
"E36F-2A",12,507746,18737700,18229955,1105,90.6
"E36F-2A",12,35358469,40642628,5284160,164,59.6
"E36F-2A",12,42840708,50013413,7172706,224,66
"E36F-2A",12,86979703,90739226,3759524,291,84.9
"E37F-1",12,43272671,50013413,6740743,195,67.4
"E37F-1",12,80011684,82382344,2370661,133,62.7
"LAO01M-2A",12,19339833,60583459,41243627,1454,94.2
"LAO01M-2A",12,65594807,71280514,5685708,210,66.8
"LAO01M-2A",12,81728937,86034113,4305177,277,81.3
"LAO03M-1",12,73696152,77710563,4014412,204,77.7
"LAO03M-1",12,81728937,90739226,9010290,623,93.3
"LAO06M-2A",12,1618890,5433068,3814179,196,55.2
"LAO06M-2A",12,35032808,44289521,9256714,491,86.9
"LAO06M-2A",12,71770080,79288981,7518902,356,80
"LAO06M-2A",12,81728937,84859998,3131062,178,59.1
"LAO06M-2A",12,86067634,88958551,2890918,184,51.3
"LO01F-1",12,14855412,16447317,1591906,130,44.6
"LO04M-1",12,507746,5513163,5005418,234,71.8
"LO04M-1",12,44573299,86943185,42369887,1571,95.2
"OF289-2",12,1618890,5513163,3894274,188,51
"OF289-2",12,44573299,54590648,10017350,282,77.7
"OF304-1A",12,35032808,44289521,9256714,492,86.9
"OF304-1A",12,81728937,84858066,3129130,174,54
"OM258-2",12,65594807,77137312,11542506,385,81.8
"OM258-2",12,86067634,90305194,4237561,292,75.4
"OM270-2",12,5535884,7175956,1640073,139,49.5
"OM270-2",12,18559466,25258727,6699262,163,48
"OM270-2",12,35032808,41429587,6396780,252,76.7
"OM270-2",12,51483144,60583459,9100316,236,78.2
"OM270-2",12,65594807,71106069,5511263,191,67.9
"OM270-2",12,81728937,84859998,3131062,169,47.9
"OM274-3B",12,5535884,7175956,1640073,140,53.1
"OM274-3B",12,18562199,25258727,6696529,162,42.9
"OM274-3B",12,35032808,41429587,6396780,267,75.4
"OM274-3B",12,51483144,59812476,8329333,217,68.7
"OM274-3B",12,78965233,80617835,1652603,81,60.1
"OM274-3B",12,84884871,87316028,2431158,167,59.7
"OM276-1",12,49896628,53153259,3256632,109,48
"OM279-1",12,28896127,33420792,4524666,122,46.8
"OM279-1",12,75502547,77502911,2000365,121,60.8
"OM279-1",12,84724808,86034113,1309306,104,50.1
"OM283-2",12,6241726,7769862,1528137,145,67
"OM283-2",12,8488644,42695713,34207070,1554,94.5
"OM283-2",12,55704257,84241530,28537274,1070,92
"OM283-2",12,85178817,90739226,5560410,446,95.1
"OM290-2",12,507746,4461976,3954231,172,75.9
"OM290-2",12,8324244,19632233,11307990,689,92.2
"OM290-2",12,88265294,90333316,2068023,229,77.3
"OM292-2",12,507746,2197322,1689577,78,53.2
"OM292-2",12,15814681,19632233,3817553,368,88.6
"OM292-2",12,44573299,54109250,9535952,254,73
"OM292-2",12,81948926,84859998,2911073,162,48.1
"OM318-2",12,1618890,5252200,3633311,177,53.2
"OM318-2",12,39161309,45732814,6571506,361,87.2
"OM318-2",12,55704257,76980657,21276401,665,89
"OM318-2",12,87412183,90739226,3327044,302,85.4
"OM331-1A",12,82115900,84892095,2776196,150,59.2
"Y22F-1",12,3006950,6390143,3383194,171,62
"Y22F-1",12,24351020,41916898,17565879,644,86.7
"Y22F-1",12,88524933,90739226,2214294,216,76.5
"Y27M-1",12,84419113,88327418,3908306,262,60.3
"Y28M-1",12,17796060,19171874,1375815,167,68.3
"Y28M-1",12,30199541,54972396,24772856,1017,91.2
"Y28M-1",12,72011168,75234843,3223676,135,45.9
"Y29F-1",12,507746,3033299,2525554,112,64
"Y29F-1",12,49607927,73090850,23482924,644,92.8
"Y30F-1",12,14249386,40022531,25773146,1154,93.2
"Y31F-1",12,1702014,42663283,40961270,1918,91.5
"Y32F-1",12,24351020,28844443,4493424,150,36
"Y32F-1",12,72490228,75234843,2744616,119,50.4
"E10F-1",13,12046090,19018190,6972101,403,83.2
"E10F-1",13,26544655,40389700,13845046,352,68
"E10F-1",13,94418977,96521188,2102212,155,74.6
"E13M-1",13,4042094,12023268,7981175,506,84.2
"E13M-1",13,40217199,51952207,11735009,326,86.3
"E14F-1",13,917700,3488759,2571060,202,73.1
"E14F-1",13,3929062,6193645,2264584,241,79.8
"E14F-1",13,18411274,93360977,74949704,2798,97.5
"E18F-1",13,17828471,26335119,8506649,277,68.9
"E19M-2A",13,917700,3169451,2251752,150,52.9
"E24M-1",13,16664809,34869524,18204716,490,77
"E24M-1",13,78150685,79699613,1548929,135,70.2
"E24M-1",13,88631265,95156426,6525162,407,87.2
"E25F-1",13,16725565,40128811,23403247,636,85.2
"E25F-1",13,88631265,93360977,4729713,241,79.3
"E27M-1",13,54780113,56917876,2137764,86,38.1
"E27M-1",13,71301761,78571510,7269750,346,82.7
"E27M-1",13,82932776,86737604,3804829,104,58.8
"E28F-1",13,8448870,12073334,3624465,152,61.8
"E28F-1",13,17828471,40421092,22592622,608,78.3
"E28F-1",13,79789892,83603899,3814008,175,60.4
"E28F-1",13,91563145,96521188,4958044,314,85.2
"E29M-1",13,3077907,4214215,1136309,126,59
"E29M-1",13,26413461,40389700,13976240,379,68
"E29M-1",13,70187747,71936878,1749132,140,49.3
"E29M-1",13,86338517,90733807,4395291,176,53.7
"E29M-1",13,92744956,96521188,3776233,279,80
"E30M-1",13,14050348,17881311,3830964,177,67.7
"E31M-2",13,4042094,12023268,7981175,519,85.3
"E31M-2",13,16664809,40128811,23464003,696,87.3
"E31M-2",13,68642573,69659546,1016974,81,42.8
"E31M-2",13,82944346,87416293,4471948,140,69.7
"E31M-2",13,90665537,93360977,2695441,155,55.7
"E32M-1",13,51214443,68542974,17328532,545,88.4
"E32M-1",13,92956891,96521188,3564298,262,78.9
"E33M-1",13,92685999,96521188,3835190,208,59
"E34M-2A",13,16664809,26994720,10329912,358,81.9
"E34M-2A",13,34855012,54577578,19722567,591,83.1
"E34M-2A",13,71446362,78797244,7350883,370,81.6
"E35M-2A",13,71936878,77376035,5439158,244,80
"E36F-2A",13,19177363,26335119,7157757,160,47.9
"E36F-2A",13,28945778,35595305,6649528,93,45.7
"E37F-1",13,917700,12073334,11155635,780,94.2
"E37F-1",13,17828471,40455472,22627002,663,74.1
"E37F-1",13,48178015,70778901,22600887,872,91.8
"E37F-1",13,92744956,96421954,3676999,284,81.7
"LAO01M-2A",13,5695768,7367546,1671779,132,32.7
"LAO01M-2A",13,19126033,28361150,9235118,277,83.2
"LAO01M-2A",13,68877286,71264471,2387186,200,65.8
"LAO03M-1",13,3092087,4252293,1160207,118,60.3
"LAO03M-1",13,4827485,67909180,63081696,2160,95.5
"LAO03M-1",13,78681257,88540091,9858835,415,82.3
"LAO03M-1",13,94335379,96521188,2185810,161,80.4
"LAO06M-2A",13,917700,3077907,2160208,156,50.9
"LAO06M-2A",13,11733064,36511878,24778815,883,91.2
"LAO06M-2A",13,57900135,77755632,19855498,886,90.9
"LAO06M-2A",13,84444566,89703442,5258877,166,30.7
"LAO06M-2A",13,94716087,96521188,1805102,138,77
"LO03M-1",13,12528194,16328256,3800063,213,63.9
"LO03M-1",13,17828471,21245754,3417284,171,66.7
"LO04M-1",13,917700,4733871,3816172,331,80.8
"LO04M-1",13,36592096,57866558,21274463,644,86.7
"LO04M-1",13,65106898,94675514,29568617,1495,93.5
"OF304-1A",13,11864357,13679860,1815504,170,68.3
"OF304-1A",13,68877286,71264471,2387186,195,62.9
"OF304-1A",13,77716518,88299083,10582566,493,82.5
"OF304-1A",13,93132465,96521188,3388724,248,85.4
"OM258-2",13,36201838,64393127,28191290,721,88.2
"OM258-2",13,92514013,94250945,1736933,105,38.1
"OM270-2",13,917700,3077907,2160208,147,31.2
"OM274-3B",13,917700,5082927,4165228,369,83.7
"OM274-3B",13,14050348,17736752,3686405,167,73.7
"OM274-3B",13,26613462,34922058,8308597,148,41.7
"OM274-3B",13,58271442,68835389,10563948,345,79.8
"OM274-3B",13,92685999,96521188,3835190,276,81.5
"OM276-1",13,13041148,60837597,47796450,1531,95.7
"OM276-1",13,69118135,72101105,2982971,257,85.3
"OM276-1",13,77476212,79722435,2246224,173,70.4
"OM276-1",13,93557111,94941684,1384574,104,31.4
"OM279-1",13,917700,1934810,1017111,67,45.1
"OM279-1",13,74581912,77572603,2990692,125,65.3
"OM279-1",13,82932776,89142416,6209641,191,76.4
"OM279-1",13,93557111,94936779,1379669,102,30.1
"OM283-2",13,977244,6302443,5325200,505,93
"OM283-2",13,10597082,12156484,1559403,128,63.2
"OM283-2",13,33609449,60837597,27228149,854,92.6
"OM283-2",13,80483590,87811563,7327974,242,57.2
"OM283-2",13,92744956,94969161,2224206,163,65
"OM290-2",13,15302735,52558762,37256028,1053,90.7
"OM292-2",13,15302735,52812751,37510017,1029,93.3
"OM301-1A",13,917700,5058615,4140916,367,82.9
"OM301-1A",13,12481344,13780046,1298703,110,64.1
"OM301-1A",13,18859042,58370795,39511754,1088,93.1
"OM318-2",13,1402997,4549044,3146048,281,84
"OM331-1A",13,12581634,16593068,4011435,193,47
"OM331-1A",13,17828471,39191676,21363206,538,68.3
"OM331-1A",13,92744956,96421954,3676999,236,70.9
"Y22F-1",13,917700,4515396,3597697,264,78.7
"Y22F-1",13,28945778,68542974,39597197,993,90.3
"Y27M-1",13,12185998,15132112,2946115,207,53.4
"Y27M-1",13,17828471,26335119,8506649,282,49.8
"Y27M-1",13,26885774,40455472,13569699,358,51.7
"Y27M-1",13,94418977,96521188,2102212,162,76.2
"Y28M-1",13,12424856,16460439,4035584,233,69.7
"Y28M-1",13,17828471,40455472,22627002,645,73.2
"Y29F-1",13,917700,6246465,5328766,456,88
"Y29F-1",13,27109532,40455472,13345941,304,55.8
"Y29F-1",13,54319171,59144443,4825273,170,73.3
"Y29F-1",13,94892155,95498053,605899,68,35.7
"Y30F-1",13,2906652,6246465,3339814,354,77.7
"Y30F-1",13,26544655,54060203,27515549,735,86.4
"Y30F-1",13,89852347,92706643,2854297,175,64.7
"Y31F-1",13,12185998,16154220,3968223,229,64.7
"Y31F-1",13,17828471,54577578,36749108,958,81.5
"Y31F-1",13,88083698,94361571,6277874,341,89.1
"Y32F-1",13,5880532,7042417,1161886,95,59.8
"Y32F-1",13,9964916,12311211,2346296,155,66.5
"E10F-1",14,1685687,3553944,1868258,134,65.6
"E10F-1",14,12747274,89132504,76385231,2107,96.4
"E10F-1",14,92946165,95491652,2545488,229,86.4
"E13M-1",14,21782426,26653557,4871132,148,49.5
"E14F-1",14,12082191,65918092,53835902,1552,95.5
"E14F-1",14,72533828,80075188,7541361,184,66.1
"E14F-1",14,91103096,93213260,2110165,201,75.7
"E14F-1",14,93668997,95491652,1822656,135,83.7
"E18F-1",14,62896639,71004920,8108282,202,73.6
"E18F-1",14,89329861,90746749,1416889,119,57.4
"E18F-1",14,92240681,95491652,3250972,298,89.1
"E19M-2A",14,7443838,8554319,1110482,65,62.6
"E19M-2A",14,38625570,41968752,3343183,103,51.4
"E19M-2A",14,45539243,79829671,34290429,790,90.4
"E24M-1",14,82956295,89218734,6262440,206,79.3
"E25F-1",14,4203663,6526027,2322365,246,72.6
"E25F-1",14,13771812,22356154,8584343,374,83.4
"E25F-1",14,28382214,40574460,12192247,230,59.6
"E25F-1",14,61558932,77237477,15678546,359,81.1
"E25F-1",14,89777360,92091516,2314157,168,64.4
"E27M-1",14,4365322,6898662,2533341,240,77.3
"E28F-1",14,9684604,12688982,3004379,184,74.6
"E29M-1",14,5163498,9037461,3873964,275,71.3
"E29M-1",14,91351607,93330997,1979391,200,81.7
"E30M-1",14,48165660,72687606,24521947,583,88.6
"E31M-2",14,12850359,17520447,4670089,186,68.7
"E31M-2",14,54686989,69772339,15085351,360,78.2
"E31M-2",14,82956295,89218734,6262440,209,79.7
"E32M-1",14,28257615,46129776,17872162,384,87
"E32M-1",14,57044809,75376758,18331950,428,83.3
"E33M-1",14,80372540,91413242,11040703,363,77.9
"E34M-2A",14,4203663,6526027,2322365,261,76.5
"E34M-2A",14,13771812,20723534,6951723,332,86
"E34M-2A",14,28382214,37697072,9314859,182,51.6
"E34M-2A",14,44343307,61257444,16914138,379,78.4
"E36F-2A",14,15649139,27131096,11481958,431,82.1
"E36F-2A",14,62896639,71004920,8108282,201,74
"E36F-2A",14,89028316,90746749,1718434,123,51.7
"E36F-2A",14,92240681,95491652,3250972,267,88.1
"E37F-1",14,77584376,91354780,13770405,569,91
"LAO01M-2A",14,10478607,49087983,38609377,1247,93.2
"LAO01M-2A",14,92580023,95491652,2911630,270,83.1
"LAO03M-1",14,15520042,18927839,3407798,163,69.9
"LAO03M-1",14,19524948,59580591,40055644,922,93.7
"LAO03M-1",14,71279296,78255601,6976306,164,52.7
"LAO03M-1",14,80550723,87881421,7330699,216,65.1
"LAO06M-2A",14,2477001,5764428,3287428,351,84.5
"LAO06M-2A",14,18945084,59720775,40775692,1018,95
"LAO06M-2A",14,71279296,89218734,17939439,543,80.6
"LAO06M-2A",14,89564813,95491652,5926840,505,91.5
"LO01F-1",14,9477588,12520970,3043383,194,57.8
"LO01F-1",14,82682098,88453905,5771808,154,59.8
"LO01F-1",14,92137412,93661577,1524166,173,45.5
"LO03M-1",14,3587271,4791835,1204565,166,55.5
"LO03M-1",14,21782426,26850189,5067764,155,61
"LO04M-1",14,8618705,11401793,2783089,183,75.4
"LO04M-1",14,74832090,87940273,13108184,381,67.9
"LO04M-1",14,89329861,95491652,6161792,530,93.3
"OF289-2",14,8618705,11401793,2783089,177,75
"OF289-2",14,71279296,78255601,6976306,163,53.9
"OF289-2",14,80372540,87881421,7508882,216,64.9
"OF304-1A",14,11459884,15452996,3993113,209,69.5
"OF304-1A",14,19516121,49087983,29571863,752,90.5
"OF304-1A",14,80372540,87881421,7508882,230,66.6
"OM258-2",14,85943671,89297482,3353812,133,72.1
"OM270-2",14,88036306,91354780,3318475,255,77.8
"OM270-2",14,92137412,95491652,3354241,299,83.3
"OM274-3B",14,8618705,19939499,11320795,611,89.5
"OM274-3B",14,26961622,46483140,19521519,450,84
"OM274-3B",14,80372540,87881421,7508882,223,65.1
"OM274-3B",14,92137412,95491652,3354241,291,84.1
"OM276-1",14,75260025,84164340,8904316,254,81.3
"OM276-1",14,91351607,95491652,4140046,358,86.8
"OM279-1",14,8297661,15452996,7155336,398,84.3
"OM279-1",14,19516121,47793606,28277486,664,89
"OM279-1",14,91411432,95491652,4080221,331,86
"OM283-2",14,4101384,5387070,1285687,158,63.2
"OM283-2",14,88812406,95491652,6679247,565,93.5
"OM290-2",14,686144,3995468,3309325,216,78.2
"OM290-2",14,26965578,46483140,19517563,437,83.4
"OM290-2",14,91376674,95491652,4114979,348,86.7
"OM292-2",14,686144,4020133,3333990,207,78
"OM292-2",14,26965578,53707587,26742010,562,90.7
"OM292-2",14,76715210,80372540,3657331,90,42.8
"OM292-2",14,91351607,93406893,2055287,197,61.5
"OM301-1A",14,4108616,5376414,1267799,157,62.7
"OM301-1A",14,11910531,19939499,8028969,415,84.7
"OM301-1A",14,26358569,46483140,20124572,482,87
"OM301-1A",14,48165660,59166968,11001309,219,75.6
"OM301-1A",14,88036306,91354780,3318475,246,75.8
"OM301-1A",14,92137412,95491652,3354241,302,81.5
"OM318-2",14,686144,4093380,3407237,236,80.5
"OM318-2",14,8618705,11401793,2783089,175,74.3
"OM331-1A",14,4809888,13597694,8787807,502,90.9
"OM331-1A",14,27054094,46122471,19068378,381,86.7
"Y22F-1",14,4039208,7012580,2973373,280,80
"Y22F-1",14,8194084,11554866,3360783,184,59.6
"Y22F-1",14,15346994,19136698,3789705,176,75.2
"Y22F-1",14,34830550,62795877,27965328,547,86.2
"Y27M-1",14,686144,3553944,2867801,159,80.1
"Y27M-1",14,93044628,95491652,2447025,218,85.6
"Y28M-1",14,44733729,75788327,31054599,749,90.7
"Y29F-1",14,686144,3904212,3218069,185,77.5
"Y29F-1",14,15775709,21718647,5942939,247,75.1
"Y29F-1",14,69966828,75788327,5821500,139,43.4
"Y30F-1",14,8191523,11554866,3363344,216,61.5
"Y30F-1",14,16077504,18513141,2435638,100,42.5
"Y30F-1",14,34830550,50456734,15626185,383,82.6
"Y30F-1",14,78370775,89449045,11078271,382,82.9
"Y31F-1",14,8171739,11554866,3383128,205,64.5
"Y31F-1",14,26961622,50456734,23495113,532,89.1
"Y32F-1",14,686144,10004907,9318764,700,92.5
"Y32F-1",14,27054094,40574460,13520367,314,76.3
"Y32F-1",14,71088949,76427303,5338355,140,35.4
"Y32F-1",14,92303190,93406893,1103704,149,79.2
"E10F-1",15,1180994,2484770,1303777,140,54
"E10F-1",15,2913741,4502752,1589012,122,47.9
"E10F-1",15,60610450,64001681,3391232,263,89.9
"E13M-1",15,1594090,8128200,6534111,400,83.1
"E14F-1",15,3968576,8488021,4519446,246,80.3
"E14F-1",15,10636515,18515652,7879138,211,73.9
"E18F-1",15,8452893,10686527,2233635,98,46.4
"E19M-2A",15,3654068,5595600,1941533,130,36.1
"E19M-2A",15,59809058,61503877,1694820,155,85.2
"E24M-1",15,1173009,2379379,1206371,136,64
"E24M-1",15,3157133,11203332,8046200,414,75.9
"E24M-1",15,22651416,37196495,14545080,291,81.4
"E25F-1",15,8874131,10370894,1496764,54,54.2
"E25F-1",15,60628596,61884346,1255751,127,55.5
"E28F-1",15,125105,1193643,1068539,127,79.3
"E29M-1",15,4968634,10582970,5614337,263,74.9
"E29M-1",15,49913473,51604518,1691046,85,64.2
"E30M-1",15,42153818,51181439,9027622,173,65.6
"E30M-1",15,57903590,59542590,1639001,108,54.5
"E31M-2",15,1172947,2379379,1206433,137,64.8
"E32M-1",15,8452893,10686527,2233635,93,45.5
"E32M-1",15,59938276,62789706,2851431,264,70.4
"E33M-1",15,13500595,19901166,6400572,121,45.6
"E33M-1",15,38823624,44366538,5542915,114,62.6
"E33M-1",15,59901712,62870281,2968570,210,64.4
"E34M-2A",15,125105,2379379,2254275,255,87.3
"E34M-2A",15,3654068,5595600,1941533,140,40.1
"E34M-2A",15,8874131,22606487,13732357,450,93
"E35M-2A",15,8874131,15490189,6616059,212,60.8
"E35M-2A",15,30868649,45450982,14582334,394,76.5
"E35M-2A",15,54675468,59354859,4679392,288,70.4
"E36F-2A",15,125105,1201927,1076823,121,82.6
"E36F-2A",15,59865452,62789706,2924255,263,70.6
"E37F-1",15,4591257,37884853,33293597,984,94.4
"E37F-1",15,50651889,52411880,1759992,110,57.8
"LAO01M-2A",15,125105,8714991,8589887,622,94.4
"LAO01M-2A",15,30868649,37884853,7016205,203,58.2
"LAO01M-2A",15,50983876,58636546,7652671,394,84.1
"LAO03M-1",15,19813603,27391125,7577523,212,71.4
"LAO03M-1",15,54675468,59719264,5043797,309,77.4
"LAO06M-2A",15,125105,9269740,9144636,655,95.1
"LAO06M-2A",15,30868649,39661641,8792993,261,60.4
"LAO06M-2A",15,56879567,64001681,7122115,533,92.2
"LO01F-1",15,3686304,4782742,1096439,90,69.7
"LO01F-1",15,8874131,15490189,6616059,209,59.8
"LO01F-1",15,30868649,45465473,14596825,392,79.1
"LO03M-1",15,8198105,22984595,14786491,490,89.1
"LO03M-1",15,50831877,55065464,4233588,165,51.4
"LO04M-1",15,6308478,8714991,2406514,98,35.4
"LO04M-1",15,30868649,37884853,7016205,202,55.8
"LO04M-1",15,59697224,64001681,4304458,353,84.2
"OF289-2",15,8747823,19781269,11033447,317,79.2
"OF289-2",15,39407225,49195737,9788513,177,54.5
"OF289-2",15,59697224,64001681,4304458,352,84.9
"OF304-1A",15,8747823,39661641,30913819,821,85
"OM258-2",15,5536945,11661126,6124182,235,58
"OM258-2",15,21555602,35117044,13561443,235,63.9
"OM270-2",15,6308478,8714991,2406514,96,35.8
"OM270-2",15,30868649,37884853,7016205,197,43.3
"OM274-3B",15,6308478,8714991,2406514,99,37.6
"OM276-1",15,2126198,4879573,2753376,189,44.3
"OM276-1",15,7352910,20508174,13155265,414,84.2
"OM276-1",15,30868649,46940836,16072188,409,76.6
"OM279-1",15,22507326,49195737,26688412,518,81
"OM279-1",15,61593326,64001681,2408356,153,76.4
"OM283-2",15,1894163,38150355,36256193,1174,92.6
"OM283-2",15,39559219,49195737,9636519,178,51.6
"OM283-2",15,57067375,59719264,2651890,167,55
"OM290-2",15,125105,4879573,4754469,401,90.3
"OM290-2",15,37697225,50363161,12665937,260,79.1
"OM290-2",15,56683871,58729918,2046048,133,60
"OM292-2",15,59261858,61884346,2622489,239,72.8
"OM301-1A",15,125105,2484770,2359666,254,80.8
"OM301-1A",15,3654068,4867046,1212979,92,41.8
"OM318-2",15,5155340,35828923,30673584,860,89.4
"OM318-2",15,49372350,51322672,1950323,80,33.4
"OM331-1A",15,157852,2604296,2446445,219,86.1
"OM331-1A",15,8341209,22968233,14627025,416,87.9
"OM331-1A",15,31196646,59184946,27988301,761,81.6
"Y22F-1",15,7428860,37044694,29615835,715,93.2
"Y27M-1",15,2903493,10582970,7679478,415,80.5
"Y27M-1",15,11632136,22984595,11352460,354,64
"Y27M-1",15,31986841,40212989,8226149,254,38.7
"Y28M-1",15,3387952,11227272,7839321,408,85.4
"Y29F-1",15,18014789,21592167,3577379,118,38
"Y30F-1",15,6785939,21687451,14901513,489,83.3
"Y30F-1",15,50651889,55065464,4413576,181,57.2
"Y31F-1",15,2671682,4474854,1803173,128,46.6
